customerID,companyName,contactName,contactTitle,city,country,segment,industry,registrationDate,creditLimit
MGEDT,Gröttner Stoll KGaA,Henri Mende,Supply Chain Manager,Wittmund,Germany,Small Business,Manufacturing,2021-07-20,164323.93
MTYPL,Fundacja Wietecha-Palej Sp. z o.o. Sp.k.,pani Kornelia Walusiak,Operations Manager,Zabrze,Poland,Corporate,Food & Beverage,2022-05-25,950889.36
BRKOQ,주식회사 유니온솔루션,김상철,Accounting Manager,춘천시,South Korea,Retail,Hospitality,2023-08-14,60842.01
VRKXS,Shah Ltd,Pranit Bhasin,Accounting Manager,Akola,India,Wholesale,Healthcare,2025-01-26,528146.26
HTDVW,Tecnologías Calderón S.A.,Silvestre Sobrino Peláez,Procurement Specialist,Las Palmas,Spain,Small Business,Healthcare,2022-07-19,242917.89
ADZQZ,Chhabra-Sampath,Dakshesh Menon,Logistics Coordinator,Tadepalligudem,India,Corporate,Construction,2024-08-13,415247.28
DXKLD,Carbonell y asociados S.C.P,Graciana de Antúnez,Logistics Coordinator,Cádiz,Spain,Small Business,Technology,2025-01-16,106396.42
AZTXH,Mathiasen & Nielsen A/S,Sussie Jakobsen-Olesen,Owner,Herning,Denmark,Corporate,Retail,2023-08-07,176957.54
FPOBZ,株式会社中川食品,森 淳,Logistics Coordinator,武蔵野市,Japan,Small Business,Technology,2024-03-18,140663.05
MQAML,유한회사 이노개발공사,박춘자,Purchasing Manager,음성군,South Korea,Small Business,Manufacturing,2018-02-22,72639.15
HAEGW,Butte GmbH,Hellmut Wulff B.Sc.,Purchasing Manager,Tirschenreuth,Germany,Small Business,Technology,2018-01-30,227451.59
HWJBO,Hornich KG,Egbert Gorlitz MBA.,Marketing Manager,Emmendingen,Germany,Small Business,Retail,2019-11-26,98004.46
PTTQX,Bennett-Walker,Robert Moore,VP of Purchasing,Kimberlychester,USA,Small Business,Construction,2025-05-03,190693.73
MLWGC,Tirado S.A.,Sr(a). Leonel Meléndez,Supply Chain Manager,San Anel de la Montaña,Mexico,Corporate,Healthcare,2024-08-08,930929.34
XOAEU,Schwarz & Reichel KG,Herr Nicolas Ramsauer,Order Administrator,Stadtschlaining,Austria,Corporate,Healthcare,2019-09-08,840156.31
HHRWK,Cuda-Taccola e figli,Barbara Curatoli,Sales Representative,Pozzaglia Sabina,Italy,Corporate,Agriculture,2024-02-29,267259.13
MGGGJ,Bailey Inc,Raymond Montoya,Sales Associate,East Mariachester,USA,Wholesale,Hospitality,2021-05-23,295998.74
PFJCS,Picard,Danielle Lenoir,Supply Chain Manager,Hamon,France,Small Business,Agriculture,2025-04-28,119306.4
FDRHP,Juan Manuel Pereira Alvarado S.Coop.,José Antonio Royo Mata,Accounting Manager,La Rioja,Spain,Corporate,Transportation,2023-08-10,668099.92
NBNJB,Weller Lehmann AG,Herr Jörn Atzler,Purchasing Manager,Rehau,Germany,Wholesale,Agriculture,2025-03-12,373306.87
IPIYG,Larson and Sons,Blake Watson,Sales Associate,Nicolebury,USA,Small Business,Technology,2022-08-24,46853.41
UMOOC,Green-Armstrong,Danny Roach,Supply Chain Manager,Susanbury,USA,Government,Agriculture,2019-07-19,708158.65
ILBQQ,Andrews and Sons,Mrs Nicola Dyer,Owner,Naomimouth,UK,Corporate,Technology,2020-07-30,830869.74
GVBYE,Carrera S. R.L. de C.V.,Iván Gloria Méndez,Logistics Coordinator,Nueva Luxemburgo,Mexico,Corporate,Technology,2022-05-09,81578.35
BYLIQ,"Stokes, Mitchell and Logan",Nicole Sanchez,Order Administrator,West Melissa,USA,Retail,Food & Beverage,2020-12-14,170443.63
DHCHD,富罳传媒有限公司,王杰,Sales Associate,敏市,China,Small Business,Food & Beverage,2018-12-12,30258.71
IPDCW,Goodwin-Davis,Amy Deleon,Sales Associate,Edwardsberg,USA,Retail,Healthcare,2025-02-16,212957.11
DWHAI,Casa Grande S.A.,Maria Liz Costa,Supply Chain Manager,Mendes,Brazil,Corporate,Retail,2021-06-12,94831.96
RCRPB,Köhler,Catharina Bolzmann,Purchasing Manager,Kulmbach,Germany,Corporate,Healthcare,2019-05-14,293224.68
FCFEE,Hart-Sullivan,Ronald Johnson,Sales Associate,New Wayneburgh,UK,Retail,Hospitality,2020-12-18,200168.73
TGVKH,Warner Inc,Mr. James Raymond,Sales Representative,Thomasberg,USA,Corporate,Retail,2023-01-02,525567.44
UPLAG,"Johnson, Matthews and Cooper",Diana Payne,Procurement Specialist,O'Neillbury,UK,Small Business,Healthcare,2018-03-14,70567.56
SPJLL,"Dutt, Walia and Luthra",Laksh Madan,VP of Purchasing,Jhansi,India,Small Business,Healthcare,2019-03-31,72798.34
QJQVJ,Azevedo Ltda.,Srta. Luísa Fogaça,Purchasing Manager,Dias,Brazil,Small Business,Retail,2018-09-15,249333.31
KVOBM,Temmerman BV,Maurice Deprez,Sales Associate,Zwevezele,Belgium,Retail,Education,2024-04-21,197945.88
NQKHG,Eaton Industries,Maja Janse-Robbrechts Bruijne,Order Administrator,Starnmeer,Netherlands,Corporate,Technology,2022-07-16,856546.22
EWUYY,有限会社池田食品,高橋 治,Sales Associate,三鷹市,Japan,Small Business,Education,2022-02-01,168396.22
OSSKT,"Little, Johnson and Davies",Mathew James-Wright,Supply Chain Manager,West Joannafort,UK,Small Business,Education,2021-09-10,188244.73
FXTKY,Vasquez-Reyes,Tonya Gilmore,Sales Representative,New Brittany,USA,Corporate,Education,2022-03-08,501080.02
LQYYT,Davis-Salas,Carol Mcdonald,Procurement Specialist,Susanview,USA,Retail,Education,2018-06-06,71506.1
HONLR,"Henriksen, Pettersen og Lund",Synnøve Mathisen,Owner,Theasjøen,Norway,Small Business,Hospitality,2019-04-16,101357.61
HMQQT,Sampaio,Pietra Carvalho,Procurement Specialist,Viana da Serra,Brazil,Wholesale,Hospitality,2018-02-19,326078.41
FYCKU,Hethur,Jane Eberth-Sorgatz,VP of Purchasing,Karlsruhe,Germany,Corporate,Transportation,2020-04-15,133965.27
MFDBR,Atkins Ltd,Nancy Miller,Owner,Jacksonburgh,USA,Retail,Manufacturing,2019-04-18,136394.84
MOSOD,Anders Wende AG,Ing. Ottokar Spieß,Logistics Coordinator,Eichstätt,Germany,Corporate,Healthcare,2023-09-03,161933.4
ZKFTU,Janssens-Mertens BV,Ellen De Coninck,Operations Manager,Ans,Belgium,Small Business,Education,2018-09-06,162398.85
TZQKS,Arias and Sons,Catalina Franco Lopez Gonzalez,Order Administrator,Constitución,Argentina,Wholesale,Healthcare,2022-07-16,689941.79
CDYWP,"Butler, Jackson and Steele",Jason Smith,Accounting Manager,Mariaton,USA,Corporate,Technology,2025-03-20,829626.44
WCREK,Jordan-Lopez,Dustin Williams,Sales Associate,New Charles,USA,Wholesale,Construction,2023-07-12,358619.32
LRKXF,Andrews and Sons,Curtis Harvey,Order Administrator,East Kenneth,Canada,Corporate,Hospitality,2021-06-23,81218.41
CJUAK,Vainio Tmi,Tapani Pakarinen,Logistics Coordinator,Enontekiö,Finland,Corporate,Construction,2024-12-25,308503.22
TCFHH,Murray Ltd,James Ross,Operations Manager,Guerraton,Canada,Retail,Technology,2021-07-21,209141.54
FRNCB,"Ceballos, Ornelas y Lerma",Olivia Joaquín Alarcón,Supply Chain Manager,Vieja Etiopía,Mexico,Small Business,Manufacturing,2021-06-21,26709.67
BLPAZ,Nelson Inc,Jeffery Thomas,Procurement Specialist,Lake Daniel,USA,Corporate,Technology,2025-05-14,59900.83
RPRUB,Fitzgerald Inc,Sian Cross,Accounting Manager,Lawrenceland,UK,Government,Retail,2025-03-26,1797900.89
NVKKD,Taylor-Gonzalez,Gregory Yoder,Procurement Specialist,Darrenborough,USA,Retail,Hospitality,2021-06-12,219661.9
GDYUG,Harrison-Jacobson,Karen Fisher,Logistics Coordinator,South Micheleborough,Canada,Retail,Manufacturing,2023-12-03,140611.72
ZFFLS,(유) 넥스트,김수빈,Supply Chain Manager,동해시,South Korea,Retail,Hospitality,2024-01-23,123987.55
PFOBI,Helland-Holm Gruppen,Roger-Markus Abrahamsen,Operations Manager,Grethestrand,Norway,Corporate,Hospitality,2022-08-12,801179.91
WUCRY,Thompson Ltd,Stephen Mitchell,Owner,South Kyle,USA,Retail,Manufacturing,2023-10-13,227021.99
AZNUC,Salgado-de la Garza,Gabriel Jaime Porras,Purchasing Manager,San Elsa los altos,Mexico,Corporate,Agriculture,2024-03-05,486407.74
IXYBY,"Club Vargas, Alba y de Jesús",Guadalupe Omar Negrón Garza,Marketing Manager,San Citlali los bajos,Mexico,Retail,Transportation,2022-03-12,213037.62
JWEBO,Holt Stiftung & Co. KG,Christin Gumprich MBA.,Purchasing Manager,Belzig,Germany,Corporate,Transportation,2022-11-22,336582.19
RJUZE,Pöll GmbH,Leonhard Wiedner,VP of Purchasing,Traiskirchen,Austria,Corporate,Education,2024-08-20,319760.94
SCIIK,Harmon-Adams,Nicholas Young,VP of Purchasing,Port Laurenshire,USA,Small Business,Retail,2023-11-08,100191.33
GIEIT,Reinhardt Buchholz GbR,Frau Flora Niemeier,Operations Manager,Wittmund,Germany,Wholesale,Hospitality,2018-09-14,26462.03
HSBSP,Club Santiago y Solorzano,Gerónimo Eric Reyna Ávalos,Supply Chain Manager,San José Manuél de la Montaña,Mexico,Wholesale,Manufacturing,2022-01-24,402432.4
JKHOY,飞利信传媒有限公司,庞丹丹,Marketing Manager,六安市,China,Retail,Food & Beverage,2021-01-11,95464.84
QSLJR,Richardson LLC,Anita Watson,Sales Associate,North Edwardfort,Canada,Corporate,Education,2024-12-05,789382.09
DZLSL,Mellor Inc,Jayne Brookes,Sales Associate,Lake Sandraside,UK,Small Business,Education,2020-11-19,104247.94
JAABH,Cherry-Cox,Jessica Rogers,VP of Purchasing,East Janicemouth,USA,Retail,Hospitality,2020-01-01,210513.89
VNYKE,Vargas-Sanchez,John Alexander,Owner,North Lisa,USA,Wholesale,Agriculture,2021-07-13,347682.79
WAQVK,Desarrollo MV S.L.N.E,Zaida Lucas Bertrán,Supply Chain Manager,Vizcaya,Spain,Corporate,Manufacturing,2021-11-02,988861.69
CDDME,"Tolentino, Ricciardi e Monduzzi e figli",Imelda Belletini,Procurement Specialist,Ponte Della Priula,Italy,Wholesale,Hospitality,2021-07-12,279601.41
EFOEO,Pozzecco e figli,Fabrizio Tosto-Tencalla,Accounting Manager,Cologna Di Sotto,Italy,Corporate,Manufacturing,2025-05-26,497490.33
NJPPA,Nordström HB,Rolf Pålsson,Accounting Manager,Nyköping,Sweden,Corporate,Agriculture,2019-01-13,304577.76
DJUSY,Benson Inc,Scott Henderson,Order Administrator,New Michellemouth,Canada,Government,Education,2018-03-23,469055.84
YYEQP,Gschwandtner Grabner AG,Josef Sperl,Owner,Schladming,Austria,Wholesale,Technology,2024-12-22,234719.52
YJMZP,Rojo S.A.,Ing. Diana Saucedo,Operations Manager,Nueva Noruega,Mexico,Small Business,Food & Beverage,2018-11-25,36268.31
WAHQX,Leão Sampaio Ltda.,Igor Martins,Logistics Coordinator,Marques,Brazil,Retail,Healthcare,2023-07-12,78814.16
WDTTC,Ferguson LLC,Carolyn Matthews,VP of Purchasing,North Jamie,Canada,Corporate,Transportation,2023-03-19,577886.67
HWDAC,"Gianvecchio, Broschi e Gioberti Group",Aldo Carfagna-Lombroso,Procurement Specialist,Marnate,Italy,Government,Construction,2023-10-23,524218.04
TMXQZ,Lindner,Aline Kramer B.A.,VP of Purchasing,Schwandorf,Germany,Retail,Transportation,2020-07-19,141786.23
RCVQX,"Sarna, Gupta and Agate",Aarna Wali,Operations Manager,Darbhanga,India,Corporate,Healthcare,2019-09-27,830918.34
OIIII,Weimer,Margret Zimmer,Operations Manager,Bamberg,Germany,Wholesale,Construction,2023-03-24,439819.67
ATEXA,有限会社石川農林,山田 明美,Sales Associate,世田谷区,Japan,Small Business,Technology,2022-10-02,143777.49
HXNUL,"Nelson, Walker and Wilson",Kelsey Shields,Sales Associate,North Noahview,USA,Corporate,Food & Beverage,2024-08-12,419081.94
GLHLB,Ullrich,Tomislav Söding-Pergande,Sales Associate,Hohenmölsen,Germany,Small Business,Transportation,2018-01-05,106521.75
KOHXB,Gabinety Pochopień Sp. z o.o.,pan Radosław Herbut,Order Administrator,Świnoujście,Poland,Corporate,Food & Beverage,2022-09-23,536426.85
SQEPK,Griffin Inc,Jose Ryan,Accounting Manager,South Erikberg,USA,Small Business,Transportation,2021-12-18,215621.91
UVNRG,"Bautista, Pierce and Curtis",Sandra Kirby,Sales Representative,Karentown,USA,Retail,Retail,2022-12-13,57085.01
THLDC,Albert S.A.,Claude Le Moreno,Order Administrator,Clerc,France,Small Business,Technology,2022-11-06,152086.38
ILVPA,"White, Tucker and Powell",Mrs Abbie Young,Sales Representative,Taylorburgh,UK,Wholesale,Construction,2023-12-30,611519.74
HJBZF,Myers-Smith,Casey Smith,VP of Purchasing,South Brianburgh,USA,Corporate,Education,2025-06-14,691873.7
EFCQX,Chamberlain-Hutchinson,Olivia Phillips-Rose,Sales Representative,Yatesburgh,UK,Small Business,Healthcare,2022-10-23,16292.08
VPKXR,Murillo-Becker,Stephanie Miller,Supply Chain Manager,Lake Julieberg,USA,Corporate,Retail,2020-03-27,144248.33
EDDHK,"Hawkins, Stevens and Anderson",Jordan Singh,Procurement Specialist,East Clare,UK,Retail,Retail,2020-09-23,226767.27
GEKPM,Gnatz KG,Larissa Mentzel,Owner,Vilsbiburg,Germany,Small Business,Retail,2018-06-10,205754.64
ZDFEB,"Puri, Sen and Acharya",Chaaya Kibe,Procurement Specialist,Ratlam,India,Wholesale,Education,2018-12-30,30502.7
KRBOQ,"Parker, Bell and Walker",Dawn Molina,Marketing Manager,Clarkeview,USA,Small Business,Healthcare,2023-02-04,124905.21
PAQEP,Alexandre Boutin SARL,Claudine de Benard,Order Administrator,Sauvage-sur-Didier,France,Small Business,Technology,2019-11-12,40825.1
JSHMN,Perez-Vera,Felipe Diaz,Order Administrator,San Ferando del Valle de Catamarca,Argentina,Small Business,Construction,2019-09-24,80730.57
PQXFH,James Group,Lori Rice,Order Administrator,Brendaberg,Australia,Wholesale,Healthcare,2020-10-17,124119.41
ZQMXN,Bradley-Washington,Stacy Stein,Purchasing Manager,Lake Brent,USA,Corporate,Technology,2019-12-04,325144.04
VLUDH,"Warren, Lopez and Ali",Betty Reyes,Order Administrator,Jonesmouth,Australia,Corporate,Construction,2025-02-09,714334.63
CLMZS,"Silva, Thompson and Stafford",William Kerr,Order Administrator,New Robin,USA,Corporate,Retail,2022-07-09,675891.76
TBAOO,Grupo Mayorga y Uribe,Leonor Valadez,Logistics Coordinator,San Miguel Ángel los bajos,Mexico,Small Business,Transportation,2022-07-31,139122.79
BSBDB,Zahn Lübs AG,Betina Hentschel,Purchasing Manager,Pasewalk,Germany,Small Business,Agriculture,2019-04-18,171539.4
KVQFG,Hermann,Herr Gottlob Gute B.A.,Sales Representative,Düren,Germany,Corporate,Transportation,2025-06-05,166948.98
EWJQS,Atzler Becker AG,Friedrich-Wilhelm Huhn,VP of Purchasing,Staffelstein,Germany,Small Business,Technology,2025-05-03,59064.21
CVPFB,Alexandre,Thibault Ramos,Logistics Coordinator,Sainte Nicole-sur-Mer,France,Corporate,Education,2024-05-23,784263.68
TOSWS,Simon-Elliott,Bruce Harris,Purchasing Manager,Morrisside,USA,Corporate,Manufacturing,2021-07-10,465486.07
QWJFZ,Vargas PLC,Garrett Powers,Procurement Specialist,Ernestberg,Canada,Wholesale,Hospitality,2020-03-23,380894.35
UMIBZ,Farias - EI,Dra. Clarice Araújo,Marketing Manager,da Conceição,Brazil,Retail,Retail,2020-07-10,15104.81
HWVUE,Johnson Group,Jessica Dunlap MD,Sales Associate,Angelicafurt,USA,Small Business,Retail,2018-12-09,110615.23
WWJUM,Söderberg & Petersson AB,Isac Björklund,Accounting Manager,Örebro,Sweden,Small Business,Education,2021-07-20,59048.8
GYJKY,Hoyos & Asociados S.Coop.,Guadalupe Cabrera Zorrilla,Sales Associate,Ourense,Spain,Small Business,Technology,2020-06-30,68743.54
HLEVP,Fliegner Wernecke e.G.,Siglinde Albers,Logistics Coordinator,Gotha,Germany,Small Business,Hospitality,2023-12-18,10311.65
DAKDO,Noack Hertrampf AG,Ing. Enno Briemer,Order Administrator,Neunburg vorm Wald,Germany,Small Business,Education,2022-12-13,215393.33
RWTTW,Jefferson-Davis,John Gonzalez,Logistics Coordinator,North Tyler,USA,Small Business,Construction,2025-04-10,236441.16
SPPFR,Perez Inc,Pamela White,Accounting Manager,West Heathershire,Australia,Retail,Hospitality,2022-06-24,37092.65
LUJAD,Garza PLC,Mr. Andrew Evans,Marketing Manager,Port Kelly,USA,Corporate,Transportation,2025-06-19,488395.63
RWRSH,Melo,Marta Pires,Order Administrator,Miranda do Douro,Portugal,Retail,Construction,2021-09-12,118592.06
JWHRL,van Gent Groep,Senna Horrocks,Marketing Manager,Hoogersmilde,Netherlands,Corporate,Construction,2020-05-12,553214.79
LRYZD,Leblanc Inc,Julie Morris,Marketing Manager,Port Thomaston,USA,Corporate,Retail,2025-04-29,708744.74
SHBXM,Gabinety Panasewicz-Komisarczyk Sp. z o.o.,pan Kornel Szóstak,Logistics Coordinator,Iława,Poland,Small Business,Technology,2022-06-12,53296.94
RWUVL,Jasso-Mora,Elisa Herrera,Owner,Nueva República de Corea,Mexico,Corporate,Retail,2023-12-16,889116.81
AYBXR,Hermanos Olivares S.Coop.,Pánfilo Bustos Montesinos,Accounting Manager,Córdoba,Spain,Small Business,Manufacturing,2020-01-13,35992.55
UWFZF,Paz y Ibarra S.Coop.,Édgar Puig Arévalo,Operations Manager,Lugo,Spain,Government,Technology,2018-01-08,143587.83
EZOKS,Amato-Gozzano SPA,Sig.ra Griselda Mazzacurati,VP of Purchasing,San Giacomo Roncole,Italy,Corporate,Healthcare,2022-01-16,412131.06
QGXXW,Öhman AB,Thomas Nilsson-Boström,Supply Chain Manager,Landskrona,Sweden,Corporate,Agriculture,2018-03-08,986103.09
HSBWD,富罳传媒有限公司,陆刚,Supply Chain Manager,梧州县,China,Small Business,Hospitality,2024-11-10,227483.71
JVZWC,Stöckli Herzog AG,Hedwig Rüegg-Ammann,Order Administrator,Ostermundigen,Switzerland,Corporate,Hospitality,2020-05-30,501433.77
NRSBW,"Moretti, Buonauro e Pascarella Group",Sig.ra Veronica Foconi,Marketing Manager,Castiglione Marittimo,Italy,Retail,Agriculture,2023-06-01,146383.88
THQBB,Sahni-Deo,Christopher Gupta,Marketing Manager,Dewas,India,Corporate,Technology,2019-12-23,415713.98
BFINR,Gaudin S.A.S.,Martin Coulon,Accounting Manager,Sainte Augustin,France,Small Business,Healthcare,2022-06-21,121941.39
JBBQC,Potier et Fils,Théophile Bonnin,Sales Associate,Morin-sur-Gimenez,France,Small Business,Education,2024-04-15,98451.13
MVOAZ,Louis,Benjamin Bourgeois,Supply Chain Manager,Perrier,France,Corporate,Transportation,2020-11-02,800794.33
KPSQF,Meza-Terrazas,Perla Ivonne Valentín Arreola,Logistics Coordinator,San Dalia los bajos,Mexico,Corporate,Hospitality,2019-10-22,151367.94
KZNKC,Camargo - EI,Maria Luiza Andrade,Supply Chain Manager,Marques da Serra,Brazil,Small Business,Technology,2019-02-06,112442.48
SFFKM,Perez-Stein,Karen Crane,Owner,Jenniferport,Canada,Wholesale,Food & Beverage,2021-08-07,266308.61
FEJOP,"Vlaeminck, Boonen en Martens BV",Sarah Callens,Sales Associate,Blaton,Belgium,Small Business,Retail,2020-03-02,138630.92
YZPPT,"Jones, Williamson and Morgan",Dominic Walter,Sales Representative,Larachester,USA,Corporate,Technology,2018-12-29,430170.75
MUMOB,White-Murphy,Jamie Smith,Order Administrator,North Devin,USA,Small Business,Manufacturing,2020-11-18,232612.48
MWAWF,Reinhardt,Albertine Ehlert,Sales Representative,Neuss,Germany,Wholesale,Education,2024-02-04,173268.7
MMJPV,(주) 라온시너지플랫폼,이준서,Marketing Manager,여주시,South Korea,Corporate,Hospitality,2019-10-10,656072.78
SEDNY,Priego y Gómez S.Com.,Gil Arregui Castelló,Sales Associate,Segovia,Spain,Corporate,Healthcare,2022-09-30,54197.27
VYAXY,Albuquerque,Ísis Pastor,Sales Representative,Albuquerque,Brazil,Retail,Food & Beverage,2024-06-10,161532.6
FWVYU,"Bassi, Dani and Gala",Warjas Balakrishnan,Operations Manager,Bharatpur,India,Small Business,Hospitality,2019-01-06,34613.29
HISMN,"Lala, Nori and Dugar",Triveni Prabhakar,Sales Associate,Kavali,India,Corporate,Construction,2020-09-30,108404.59
CBVSH,Bruneau et Fils,Louis Dupont,Marketing Manager,Sainte Benjamin,France,Corporate,Manufacturing,2018-12-31,514416.83
ZJRWR,(유) 월드발해에너지,이재현,Operations Manager,광명시,South Korea,Retail,Hospitality,2018-05-01,190560.86
UXYRP,Cardozo-Soto,Juliana Gabriel Martinez Gomez,Operations Manager,Posadas,Argentina,Corporate,Education,2018-02-14,724287.85
UKLHP,Dussen van,Geza Schuchhardt-Killer,Logistics Coordinator,Güstrow,Germany,Government,Agriculture,2024-08-22,1723919.37
UAPJE,Gill-Sanders,Sean Harper,Accounting Manager,Edwardfort,USA,Retail,Technology,2022-08-15,172126.94
UQYEV,Jopich Stiftung & Co. KG,Dipl.-Ing. Agatha Heinz,Supply Chain Manager,Burglengenfeld,Germany,Corporate,Manufacturing,2024-01-29,281683.38
AASMG,Collins Group,Adam Cole,Owner,Port Robert,Canada,Wholesale,Education,2024-11-27,382310.28
CXITC,Ceja S.A.,Andrea Josefina Santana Nava,Purchasing Manager,Nueva Kuwait,Mexico,Small Business,Retail,2025-02-26,107669.46
AKOSR,"Smith, Alexander and Shelton",Ann Crawford,Operations Manager,West Rodneystad,USA,Retail,Construction,2021-12-12,116650.01
WFHNF,Freitas S.A.,José Miguel da Rosa,Operations Manager,Costela,Brazil,Retail,Construction,2019-11-03,50788.31
KOVJZ,Brookes-Sullivan,Carolyn Patel,Logistics Coordinator,Claireborough,UK,Small Business,Technology,2018-09-23,246313.04
HVVAF,Täsche Mosemann KG,Gisbert Ullrich,Operations Manager,Crailsheim,Germany,Government,Technology,2022-04-17,904236.98
NIOGX,"Miller, Day and Warren",Jennifer Brandt,Sales Representative,Melaniefurt,USA,Retail,Transportation,2022-05-09,169103.58
BAWRD,Sheppard-Young,Terence Chamberlain,Procurement Specialist,Lyndafort,UK,Small Business,Food & Beverage,2019-12-24,26158.37
JACAT,Ortiz y Trujillo A.C.,Mayte Amador Escamilla Guerra,Accounting Manager,San Mario los altos,Mexico,Corporate,Retail,2018-08-31,520731.91
YFBQS,Sanchez-Smith,Kristy Martin,Marketing Manager,Ryanbury,USA,Small Business,Technology,2019-08-17,212028.86
JSVFA,诺依曼软件传媒有限公司,韦亮,Owner,马鞍山县,China,Corporate,Food & Beverage,2019-12-11,609866.26
PGONS,Novais Carvalho Ltda.,Enrico Gonçalves,Accounting Manager,Garcia de Pinto,Brazil,Retail,Agriculture,2024-06-10,241958.25
QYIYB,"Lopez, Martin and Kennedy",Timothy Moore,Procurement Specialist,Deniseton,USA,Retail,Construction,2019-01-10,190219.55
BTBGF,"White, Johnston and King",Ana Jensen MD,Operations Manager,New Joshua,Canada,Small Business,Hospitality,2019-01-14,64398.17
EXAUC,Oderwald Sorgatz AG,Tillmann Schlosser-Anders,Sales Representative,Hohenstein-Ernstthal,Germany,Government,Technology,2024-02-23,1087834.34
ZTHLS,Mills LLC,Ronald Clarke-McCarthy,Accounting Manager,Turnbullshire,UK,Wholesale,Food & Beverage,2023-03-03,657065.83
FZWCZ,图龙信息网络有限公司,王秀荣,VP of Purchasing,丽市,China,Small Business,Healthcare,2023-01-18,170214.08
APMFL,Ayala Group,Misty Hernandez MD,Procurement Specialist,Mcdonaldborough,Australia,Corporate,Retail,2019-07-12,139931.26
DIRPM,Perry Ltd,Toni Friedman,Sales Associate,Mcfarlandfort,Canada,Wholesale,Education,2018-03-19,494538.14
CVLRC,Aggarwal-Johal,Charles Khanna,Operations Manager,Visakhapatnam,India,Small Business,Retail,2020-07-06,166259.5
YKGOX,Cavalcante,Sarah Vieira,VP of Purchasing,Carvalho da Mata,Brazil,Small Business,Hospitality,2018-08-21,183533.88
UQLKP,Schwital GmbH & Co. KGaA,Monica Bloch,Sales Representative,Norden,Germany,Small Business,Technology,2020-01-10,113744.04
NORLK,Sáenz y Pedraza S.Coop.,Jenny Rivera Cervera,Sales Associate,Ourense,Spain,Retail,Education,2024-12-09,46406.98
QRSZA,Castro,Asafe da Cruz,Accounting Manager,Correia do Galho,Brazil,Small Business,Healthcare,2022-12-18,203063.76
CIQMD,Porto,Julia Jesus,Order Administrator,da Paz,Brazil,Retail,Transportation,2022-04-20,98144.57
VXJTA,Edwards-Tucker,Ashley Schaefer,Owner,Goodmanside,USA,Retail,Manufacturing,2023-04-22,35575.62
XUIOE,Zobel,Filippo Scheuermann,Purchasing Manager,Bad Brückenau,Germany,Retail,Retail,2022-06-01,149606.67
JKUNL,Jespersen & Søn ApS,Uffe Andreasen,VP of Purchasing,Gudbjerg,Denmark,Corporate,Manufacturing,2024-03-04,549303.02
WJBSE,Phillips-Anderson,Vanessa Scott,Accounting Manager,Garciaville,USA,Small Business,Retail,2019-03-06,133098.99
VMQZQ,Peltier SA,Louise Guilbert,VP of Purchasing,Dumas,France,Corporate,Retail,2019-11-20,610168.07
CWIAQ,Lyons and Sons,Jessica Hale,Sales Associate,East Renee,USA,Wholesale,Food & Beverage,2024-02-14,382720.52
TARPD,"Warner, Torres and Jimenez",Steve Walsh,Sales Representative,Raymondmouth,USA,Corporate,Healthcare,2023-08-06,437670.59
DOJXA,"Vasquez, Boone and Schroeder",Susan Anderson,Operations Manager,Foxside,USA,Small Business,Food & Beverage,2022-11-12,235402.94
UXQLG,Hermanos Manrique S.A.,Amarilis Planas,Supply Chain Manager,Toledo,Spain,Small Business,Healthcare,2019-07-02,120045.52
QZSIW,"Guarana, Padovano e Piccio Group",Priscilla Valguarnera,Logistics Coordinator,Crescentino,Italy,Corporate,Manufacturing,2020-12-07,339821.75
YJKUM,Helland-Madsen,Randi Knutsen,Owner,Myklebust,Norway,Wholesale,Agriculture,2023-10-23,679833.13
JHYFI,Ferragamo-Venditti e figli,Renzo Cossiga,Purchasing Manager,Bonavicina,Italy,Corporate,Technology,2020-12-17,901507.27
RKYNR,Bollen CommV,Steven Huybrechts,Accounting Manager,Monceau-Imbrechies,Belgium,Small Business,Manufacturing,2021-01-01,142583.26
RYRYQ,Bengtsson HB,Sven Norberg,Sales Associate,Karlstad,Sweden,Wholesale,Healthcare,2020-06-23,339778.03
HIEWV,Preiß,Friedlinde Junken-Weitzel,Operations Manager,Niesky,Germany,Small Business,Transportation,2020-08-21,6120.98
PGUQU,Adam Lelièvre S.A.R.L.,Adrien-Adrien Roux,Supply Chain Manager,Hardydan,France,Small Business,Manufacturing,2020-07-12,78687.68
SZRWA,SDU uitgevers,Jacob Coreth von und zu Coredo und Starkenberg,Owner,Noordwijkerhout,Netherlands,Wholesale,Manufacturing,2018-07-15,256367.27
ZAEGM,Gomez-Nguyen,Steven Hensley,Logistics Coordinator,Caseyhaven,USA,Wholesale,Food & Beverage,2022-05-31,356967.09
XTTOS,Begum-Burgess,Mr Oliver Hill,Operations Manager,Brownbury,UK,Corporate,Transportation,2024-04-08,911636.19
PHUIQ,Aguero-Ojeda,Benjamin Martinez,VP of Purchasing,Rawson,Argentina,Corporate,Agriculture,2018-05-05,929107.31
DOJJR,"Evans, Zuniga and Moore",Marvin Brown,Logistics Coordinator,Port Heatherton,USA,Government,Food & Beverage,2022-01-19,669805.01
RYCFF,"Wilkinson, Holland and Jenkins",Dr Joshua Kelly,Purchasing Manager,New Annland,UK,Corporate,Transportation,2024-03-04,616793.79
